locus	stress	time	resolution	chr	start	end	control24	stress24	delta24	controlCHH	stressCHH	deltaCHH	mid
HSP101_heat_gain	heat	12h	100	1	27938000	27938100	0.0	0.5805733913	0.5805733913	0.0891857168172956	0.047801496077358105	-0.0413842207399375	27938050.0
HSP101_heat_gain	heat	12h	100	1	27938100	27938200	0.0	0.3011974249	0.3011974249	0.1316534391534391	0.0573219307167674	-0.0743315084366717	27938150.0
HSP101_heat_gain	heat	12h	100	1	27938200	27938300	0.0	0.3570726182	0.3570726182	0.0743089626422959	0.04758105951287771	-0.0267279031294182	27938250.0
HSP101_heat_gain	heat	12h	100	1	27938300	27938400	0.0	0.225641993	0.225641993	0.0629563492063491	0.0607491582491582	-0.0022071909571909	27938350.0
HSP101_heat_gain	heat	12h	100	1	27938400	27938500	0.0	0.1814594789	0.1814594789	0.0508304195804195	0.0494444444444444	-0.0013859751359751	27938450.0
HSP101_heat_gain	heat	12h	100	1	27938500	27938600	0.0	0.5268394179	0.5268394179	0.0042087542087542	0.0354066304066303	0.0311978761978761	27938550.0
HSP101_heat_gain	heat	12h	100	1	27938600	27938700	0.0	0.3512262786	0.3512262786	0.0495169082125603	0.0352967772967773	-0.014220130915783	27938650.0
HSP101_heat_gain	heat	12h	100	1	27938700	27938800	0.0	1.3143988663	1.3143988663	0.0318518518518518	0.0427983539094649	0.0109465020576131	27938750.0
HSP101_heat_gain	heat	12h	100	1	27938800	27938900	0.0	0.0	0.0	0.038167735042735	0.015264827764827696	-0.0229029072779073	27938850.0
HSP101_heat_gain	heat	12h	100	1	27938900	27939000	0.0	0.3629189578	0.3629189578	0.0212701893622945	0.019598353644406197	-0.0016718357178883	27938950.0
HSP101_heat_gain	heat	12h	100	1	27939000	27939100	0.0	0.4326280501	0.4326280501	0.0736568986568986	0.018968013468013502	-0.0546888851888851	27939050.0
HSP101_heat_gain	heat	12h	100	1	27939100	27939200	0.0	0.8780656966	0.8780656966	0.1333180766479084	0.0632084403288024	-0.070109636319106	27939150.0
HSP101_heat_gain	heat	12h	100	1	27939200	27939300	0.0	0.3767528568	0.3767528568	0.0819611458500346	0.0847488048469062	0.0027876589968716	27939250.0
HSP101_heat_gain	heat	12h	100	1	27939300	27939400	0.0	0.9035922747	0.9035922747	0.0733142604110345	0.1066347026583093	0.0333204422472748	27939350.0
HSP101_heat_gain	heat	12h	100	1	27939400	27939500	0.0	0.627921428	0.627921428	0.3214158390628979	0.03509585652442798	-0.2863199825384699	27939450.0
HSP101_heat_gain	heat	12h	100	1	27939500	27939600	0.0	0.5326857575	0.5326857575	0.1393826754423242	0.12465610993561309	-0.0147265655067111	27939550.0
HSP101_heat_gain	heat	12h	100	1	27939600	27939700	0.0	0.1000577074	0.1000577074	0.2358146323663563	0.1089413722478238	-0.1268732601185325	27939650.0
HSP101_heat_gain	heat	12h	100	1	27939700	27939800	0.0	0.1250721343	0.1250721343	0.0553917050691243	0.026379928315412103	-0.0290117767537122	27939750.0
HSP101_heat_gain	heat	12h	100	1	27939800	27939900	0.0	0.0500288537	0.0500288537	0.0353190948385455	0.025021645021645	-0.0102974498169005	27939850.0
HSP101_heat_gain	heat	12h	100	1	27939900	27940000	0.0	0.0558751933	0.0558751933	0.0257756132756132	0.015184742158426402	-0.0105908711171868	27939950.0
HSP101_heat_gain	heat	12h	100	1	27940000	27940100	0.0	0.853563421	0.853563421	0.0229186795491143	0.0173809523809524	-0.0055377271681619	27940050.0
HSP101_heat_gain	heat	12h	100	1	27940100	27940200	0.0	0.0	0.0	0.0429574895092135	0.0296703296703296	-0.0132871598388839	27940150.0
HSP101_heat_gain	heat	12h	100	1	27940200	27940300	0.0	0.0	0.0	0.0186660561660561	0.0335368996083281	0.014870843442272	27940250.0
HSP101_heat_gain	heat	12h	100	1	27940300	27940400	0.0	0.0	0.0	0.0179100529100529	0.0220291119555825	0.0041190590455296	27940350.0
HSP101_heat_gain	heat	12h	100	1	27940400	27940500	0.0	0.0	0.0	0.0195480445480445	0.0203085997822839	0.0007605552342394	27940450.0
HSP101_heat_gain	heat	12h	100	1	27940500	27940600	0.0	0.0	0.0	0.0340094603252497	0.019818768745361502	-0.0141906915798882	27940550.0
HSP101_heat_gain	heat	12h	100	1	27940600	27940700	0.0	0.0	0.0	0.0300215357033538	0.018274878143299103	-0.0117466575600547	27940650.0
HSP101_heat_gain	heat	12h	100	1	27940700	27940800	0.0	0.0	0.0	0.0289882956549622	0.017750098949776798	-0.0112381967051854	27940750.0
HSP101_heat_gain	heat	12h	100	1	27940800	27940900	0.0	0.0	0.0	0.0269305385972051	0.0110168940870694	-0.0159136445101357	27940850.0
HSP101_heat_gain	heat	12h	100	1	27940900	27941000	0.0	0.0	0.0	0.0316137566137566	0.0279857659487289	-0.0036279906650277	27940950.0
HSP101_heat_gain	heat	12h	100	1	27941000	27941100	0.0	0.0	0.0	0.0307936507936507	0.0272380952380952	-0.0035555555555555	27941050.0
HSP101_heat_gain	heat	12h	100	1	27941100	27941200	0.0	0.0	0.0	0.0513768115942028	0.0325741890959282	-0.0188026224982746	27941150.0
HSP101_heat_gain	heat	12h	100	1	27941200	27941300	0.0	0.0	0.0	0.0109448504282095	0.009821428571428599	-0.0011234218567809	27941250.0
HSP101_heat_gain	heat	12h	100	1	27941300	27941400	0.0	0.0	0.0	0.0356162900280547	0.0337481962481963	-0.0018680937798584	27941350.0
HSP101_heat_gain	heat	12h	100	1	27941400	27941500	0.0	0.0	0.0	0.0291486291486291	0.008174603174603102	-0.020974025974026	27941450.0
HSP101_heat_gain	heat	12h	100	1	27941500	27941600	0.0	0.0558751933	0.0558751933	0.0326505332716512	0.0343690528473136	0.0017185195756624	27941550.0
HSP101_heat_gain	heat	12h	100	1	27941600	27941700	0.0	0.0	0.0	0.0473940670737008	0.013104648974214102	-0.0342894180994867	27941650.0
HSP101_heat_gain	heat	12h	100	1	27941700	27941800	0.0	0.0	0.0	0.0333880678708264	0.014887794198138998	-0.0185002736726874	27941750.0
HSP101_heat_gain	heat	12h	100	1	27941800	27941900	0.0	0.0	0.0	0.0185757575757575	0.022181522181522	0.0036057646057645	27941850.0
HSP101_heat_gain	heat	12h	100	1	27941900	27942000	0.0	0.0558751933	0.0558751933	0.0097777777777777	0.0253862433862432	0.0156084656084655	27941950.0
HSP101_heat_gain	heat	12h	100	1	27942000	27942100	0.0	0.0500288537	0.0500288537	0.0190656565656564	0.0237830687830686	0.0047174122174122	27942050.0
HSP101_heat_gain	heat	12h	100	1	27942100	27942200	0.0	0.0	0.0	0.0304282562903252	0.019818878439567998	-0.0106093778507572	27942150.0
HSP101_heat_gain	heat	12h	100	1	27942200	27942300	0.0	0.0	0.0	0.031383712905452	0.0162813434552565	-0.0151023694501955	27942250.0
HSP101_heat_gain	heat	12h	100	1	27942300	27942400	0.0	0.0	0.0	0.0263888888888888	0.018910667521778498	-0.0074782213671103	27942350.0
HSP101_heat_gain	heat	24h	100	1	27933900	27934000	0.0	0.0	0.0	0.0166666666666666	0.0289855072463767	0.0123188405797101	27933950.0
HSP101_heat_gain	heat	24h	100	1	27934000	27934100	0.0455293166	0.0	-0.0455293166	0.0241013071895424	0.028711484593837402	0.004610177404295	27934050.0
HSP101_heat_gain	heat	24h	100	1	27934100	27934200	0.0	0.0	0.0	0.0493375728669846	0.0385612885612886	-0.010776284305696	27934150.0
HSP101_heat_gain	heat	24h	100	1	27934200	27934300	0.0	0.0	0.0	0.0396825396825396	0.0887654320987653	0.0490828924162257	27934250.0
HSP101_heat_gain	heat	24h	100	1	27934300	27934400	0.0	0.0	0.0	0.0147041062801932	0.0122180451127819	-0.0024860611674113	27934350.0
HSP101_heat_gain	heat	24h	100	1	27934400	27934500	0.0	0.0	0.0	0.0393537713059403	0.010215053763440896	-0.0291387175424994	27934450.0
HSP101_heat_gain	heat	24h	100	1	27934500	27934600	0.0	0.0	0.0	0.0721455627705627	0.0977017195767195	0.0255561568061568	27934550.0
HSP101_heat_gain	heat	24h	100	1	27934600	27934700	0.0	0.0	0.0	0.0217391304347826	0.0157396950875212	-0.0059994353472614	27934650.0
HSP101_heat_gain	heat	24h	100	1	27934700	27934800	0.0	0.0	0.0	0.0285273368606701	0.019400352733686003	-0.0091269841269841	27934750.0
HSP101_heat_gain	heat	24h	100	1	27934800	27934900	0.0	0.0	0.0	0.0339569160997732	0.0300317902996475	-0.0039251258001257	27934850.0
