chr	start	end	CTRL1	CTRL2	CTRL3	HEAT1	HEAT2	HEAT3	CTRLmean	HEATmean	delta24_CPM
1	10477000	10477100	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477100	10477200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477200	10477300	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477300	10477400	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477400	10477500	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477500	10477600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477600	10477700	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477700	10477800	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477800	10477900	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10477900	10478000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10478000	10478100	0.0000000000	0.7487327505	0.0000000000	1.0057534790	0.6003462446	1.1302585704	0.2495775835	0.9121194313	0.6625418478
1	10478100	10478200	0.9105863316	0.9567140701	0.4171345618	0.6705023194	0.7004039520	0.6279214280	0.7614783212	0.6662758998	-0.0952024214
1	10478200	10478300	2.6179357035	0.6447420907	0.8342691237	0.8800342942	1.0506059280	0.7535057136	1.3656489726	0.8947153119	-0.4709336607
1	10478300	10478400	3.4146987436	1.7470430845	1.0428364046	4.1068267061	2.4263994051	2.4488935692	2.0681927443	2.9940398934	0.9258471492
1	10478400	10478500	1.5935260804	1.1646953897	1.0428364046	0.7263775126	1.4258223308	1.3186349988	1.2670192916	1.1569449474	-0.1100743441
1	10478500	10478600	0.4097638492	0.4575589031	0.6257018428	0.0838127899	0.4752741103	0.7535057136	0.4976748650	0.4375308713	-0.0601439938
1	10478600	10478700	1.0471742814	0.5823476948	0.4171345618	1.3130670421	1.1006347817	0.6907135708	0.6822188460	1.0348051315	0.3525862855
1	10478700	10478800	2.8091588331	1.1106202466	1.1054065889	1.5784742102	2.6015003931	0.8790899992	1.6750618895	1.6863548675	0.0112929779
1	10478800	10478900	0.4552931658	1.4974655010	2.0856728092	0.7263775126	0.9505482205	1.1302585704	1.3461438254	0.9357281012	-0.4104157242
1	10478900	10479000	0.5463517990	0.9983103340	1.6685382474	1.3410046387	0.4502596834	0.0000000000	1.0710667935	0.5970881074	-0.4739786861
1	10479000	10479100	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479100	10479200	0.0000000000	0.0000000000	0.4171345618	0.0000000000	0.0000000000	0.0000000000	0.1390448539	0.0000000000	-0.1390448539
1	10479200	10479300	0.0000000000	0.2495775835	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0831925278	0.0000000000	-0.0831925278
1	10479300	10479400	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479400	10479500	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479500	10479600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479600	10479700	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479700	10479800	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479800	10479900	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10479900	10480000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480000	10480100	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480100	10480200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480200	10480300	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480300	10480400	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480400	10480500	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480500	10480600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480600	10480700	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480700	10480800	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480800	10480900	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10480900	10481000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481000	10481100	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481100	10481200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481200	10481300	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1500865611	0.0000000000	0.0000000000	0.0500288537	0.0500288537
1	10481300	10481400	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481400	10481500	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481500	10481600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481600	10481700	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481700	10481800	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481800	10481900	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10481900	10482000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.3001731223	0.0000000000	0.0000000000	0.1000577074	0.1000577074
1	10482000	10482100	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1	10482100	10482200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
