chr	start	end	CTRL1	CTRL2	CTRL3	HEAT6_1	HEAT6_2	HEAT6_3	HEAT12_1	HEAT12_2	HEAT12_3	HEAT24_1	HEAT24_2	HEAT24_3	CTRLmean	HEAT6mean	HEAT12mean	HEAT24mean	deltaCHG_6h	deltaCHG_12h	deltaCHG_24h
1	27992200	27992300	0.0567460317460317	0.1	0.4255555555555553	0.1477564102564103	0.185385101010101	0.1989087301587301	0.0861782661782661	0.1748511904761906	0.0	0.025	0.4866666666666666	0.13	0.194100529100529	0.1773500804750805	0.0870098188848189	0.2138888888888888	-0.0167504486254485	-0.10709071021571	0.0197883597883598
1	27992300	27992400	0.1817226890756302	0.1319444444444445	0.7066666666666667	0.3142857142857143	0.7541666666666668	0.2391534391534392	0.3679437229437229	0.7066666666666668	0.3469387755102041	0.0924242424242424	0.4166666666666667	0.3534391534391535	0.3401112667289137	0.4358686067019401	0.4738497217068646	0.2875100208433542	0.0957573399730263	0.1337384549779509	-0.0526012458855594
1	27992400	27992500	0.0	0.0625	0.5	0.3399999999999999	0.5	0.5	0.5099358974358974	0.5416666666666667	0.2833333333333335	0.5357142857142856	0.5833333333333333	0.373809523809524	0.1875	0.4466666666666666	0.4449786324786325	0.4976190476190476	0.2591666666666666	0.2574786324786325	0.3101190476190476
1	27992600	27992700	0.0331349206349206	0.1845238095238097	0.2607142857142856	0.1774572649572649	0.49	0.4502976190476191	0.0416666666666666	0.0505050505050505	0.2073031135531136	0.2477344142785318	0.0803571428571428	0.0285714285714285	0.159457671957672	0.3725849613349614	0.0998249435749435	0.1188876619023677	0.2131272893772894	-0.0596327283827284	-0.0405700100553042
1	27992700	27992800	0.0509259259259258	0.0444444444444444	0.3854166666666667	0.1044770044770045	0.0714285714285714	0.1530612244897959	0.1018518518518518	0.1022927689594356	0.115625	0.0552188552188552	0.109375	0.0752136752136752	0.1602623456790123	0.1096556001317906	0.1065898736037625	0.0799358434775101	-0.0506067455472217	-0.0536724720752498	-0.0803265022015022
1	27992800	27992900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	27992900	27993000	0.0524675324675324	0.0	0.0	0.0	0.0	0.0666666666666667	0.0284313725490196	0.0571428571428572	0.0	0.0	0.0	0.04	0.0174891774891774	0.0222222222222222	0.0285247432306256	0.0133333333333333	0.0047330447330447	0.0110355657414481	-0.0041558441558441
1	27993000	27993100	0.0	0.0	0.125	0.0333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285715	0.0416666666666666	0.0111111111111111	0.0	0.0238095238095238	-0.0305555555555555	-0.0416666666666666	-0.0178571428571428
1	27993100	27993200	0.0	0.04	0.04	0.010204081632653	0.0178571428571428	0.01	0.0410256410256409	0.0	0.0285714285714286	0.053030303030303	0.0	0.0270655270655271	0.0266666666666666	0.0126870748299319	0.0231990231990232	0.0266986100319433	-0.0139795918367346	-0.0034676434676434	3.194336527670774e-05
1	27993200	27993300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0416666666666666	0.0	0.0	0.0416666666666666
1	27993300	27993400	0.0343915343915344	0.0238095238095238	0.0416666666666667	0.0	0.0286195286195286	0.0	0.0337301587301587	0.0	0.025974025974026	0.0337301587301587	0.0555555555555555	0.0294871794871794	0.0332892416225749	0.0095398428731762	0.0199013949013949	0.0395909645909645	-0.0237493987493987	-0.01338784672118	0.0063017229683895
1	27993400	27993500	0.0	0.0	0.0	0.0416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138888888888888	0.0	0.0	0.0138888888888888	0.0	0.0
1	27993500	27993600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
