context	direction	GO_ID	GO_term	observed_hits	observed_genes	null_mean_hits	null_sd	fold_vs_window_null	empirical_p	null_ge_observed	n_observed_genes	nperm	FDR_BH
CHH	gain	GO:0009791	post-embryonic development	3	AT1G26960;AT1G67990;AT5G62165	7.225	2.500874846928571	0.4152249134948097	0.9751243781094527	195	32	200	1.0
CHH	gain	GO:0009889	regulation of biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	10.87	2.8165759354223034	0.27598896044158233	1.0	200	32	200	1.0
CHH	gain	GO:0009987	cellular process	18	AT1G24490;AT1G26960;AT1G49005;AT1G65550;AT1G67990;AT1G69940;AT2G04090;AT2G38195;AT2G42005;AT3G54860;AT3G60140;AT4G18690;AT5G02370;AT5G06630;AT5G22500;AT5G23120;AT5G49010;AT5G53660	50.97	3.4013379720339705	0.3531489111241907	1.0	200	32	200	1.0
CHH	gain	GO:0010468	regulation of gene expression	3	AT1G26960;AT5G53660;AT5G62165	10.045	2.7969581691544834	0.2986560477849676	1.0	200	32	200	1.0
CHH	gain	GO:0010556	regulation of macromolecule biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	10.29	2.7469801601030936	0.2915451895043732	1.0	200	32	200	1.0
CHH	gain	GO:0016043	cellular component organization	5	AT1G24490;AT1G69940;AT3G54860;AT5G06630;AT5G23120	11.07	2.899155049320401	0.45167118337850043	0.9950248756218906	199	32	200	1.0
CHH	gain	GO:0019219	regulation of nucleobase-containing compound metabolic process	3	AT1G26960;AT5G53660;AT5G62165	8.45	2.5470571253900083	0.3550295857988166	1.0	200	32	200	1.0
CHH	gain	GO:0019222	regulation of metabolic process	3	AT1G26960;AT5G53660;AT5G62165	12.39	2.98963208438764	0.24213075060532688	1.0	200	32	200	1.0
CHH	gain	GO:0022414	reproductive process	3	AT1G67990;AT1G69940;AT5G62165	8.24	2.5480188382349147	0.3640776699029126	0.9950248756218906	199	32	200	1.0
CHH	gain	GO:0030154	cell differentiation	3	AT1G26960;AT1G49005;AT1G69940	2.945	1.6887791448262266	1.0186757215619695	0.5373134328358209	107	32	200	1.0
CHH	gain	GO:0032501	multicellular organismal process	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	13.385	3.2919257282022656	0.597683974598431	0.9601990049751243	192	32	200	1.0
CHH	gain	GO:0032502	developmental process	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	14.415	3.1941782980917064	0.5549774540409296	0.9701492537313433	194	32	200	1.0
CHH	gain	GO:0043170	macromolecule metabolic process	5	AT1G69940;AT2G38195;AT4G18690;AT5G49010;AT5G53660	18.63	3.6541893765923024	0.2683843263553409	1.0	200	32	200	1.0
CHH	gain	GO:0044238	primary metabolic process	6	AT1G69940;AT2G38195;AT3G60140;AT4G18690;AT5G49010;AT5G53660	26.835	3.7360105727901747	0.22358859698155392	1.0	200	32	200	1.0
CHH	gain	GO:0048367	shoot system development	3	AT1G13245;AT5G53660;AT5G62165	3.8	1.936491673103709	0.7894736842105263	0.7562189054726368	151	32	200	1.0
CHH	gain	GO:0048731	system development	6	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT5G53660;AT5G62165	9.55	2.9828677476549275	0.6282722513089005	0.9402985074626866	188	32	200	1.0
CHH	gain	GO:0048856	anatomical structure development	8	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT1G69940;AT2G38195;AT5G53660;AT5G62165	14.075	3.1479159772776675	0.5683836589698047	0.9651741293532339	193	32	200	1.0
CHH	gain	GO:0048869	cellular developmental process	3	AT1G26960;AT1G49005;AT1G69940	3.3	1.7691806012954134	0.9090909090909092	0.6368159203980099	127	32	200	1.0
CHH	gain	GO:0050789	regulation of biological process	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	20.98	3.8677642120480877	0.23832221163012393	1.0	200	32	200	1.0
CHH	gain	GO:0050794	regulation of cellular process	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	19.03	3.6109693989287646	0.26274303730951126	1.0	200	32	200	1.0
CHH	gain	GO:0050896	response to stimulus	7	AT1G13245;AT1G26960;AT1G64790;AT1G69940;AT2G04090;AT5G22500;AT5G53660	22.805	3.6423858938887848	0.30695023021267265	1.0	200	32	200	1.0
CHH	gain	GO:0051179	localization	5	AT1G24490;AT1G65550;AT2G04090;AT2G42005;AT3G54860	11.075	2.961313053359949	0.4514672686230249	0.9850746268656716	197	32	200	1.0
CHH	gain	GO:0051234	establishment of localization	4	AT1G65550;AT2G04090;AT2G42005;AT3G54860	10.375	2.7521582439968824	0.3855421686746988	0.9950248756218906	199	32	200	1.0
CHH	gain	GO:0051252	regulation of RNA metabolic process	3	AT1G26960;AT5G53660;AT5G62165	8.06	2.5780612870915203	0.3722084367245657	0.9950248756218906	199	32	200	1.0
CHH	gain	GO:0055085	transmembrane transport	3	AT1G65550;AT2G04090;AT2G42005	5.65	2.2972810015320286	0.5309734513274336	0.9154228855721394	183	32	200	1.0
CHH	gain	GO:0060255	regulation of macromolecule metabolic process	3	AT1G26960;AT5G53660;AT5G62165	10.97	2.767507904234418	0.27347310847766637	1.0	200	32	200	1.0
CHH	gain	GO:0065007	biological regulation	5	AT1G13245;AT1G26960;AT1G49005;AT5G53660;AT5G62165	21.815	4.015068492566463	0.22920009168003666	1.0	200	32	200	1.0
CHH	gain	GO:0071840	cellular component organization or biogenesis	5	AT1G24490;AT1G69940;AT3G54860;AT5G06630;AT5G23120	12.215	2.969642234344066	0.4093327875562833	1.0	200	32	200	1.0
CHH	gain	GO:0080090	regulation of primary metabolic process	3	AT1G26960;AT5G53660;AT5G62165	9.795	2.726348290296014	0.30627871362940273	1.0	200	32	200	1.0
CHH	gain	GO:0090304	nucleic acid metabolic process	3	AT4G18690;AT5G49010;AT5G53660	7.845	2.302384633374711	0.3824091778202677	1.0	200	32	200	1.0
CHH	gain	GO:0099402	plant organ development	4	AT1G26960;AT1G49005;AT5G53660;AT5G62165	5.71	2.268457625788941	0.7005253940455342	0.8756218905472637	175	32	200	1.0
CHH	gain	GO:0160109	plant gross anatomical part developmental process	7	AT1G13245;AT1G26960;AT1G49005;AT1G67990;AT2G38195;AT5G53660;AT5G62165	11.495	2.9866327193011233	0.6089604175728578	0.9353233830845771	187	32	200	1.0
CHH	gain	GO:2001141	regulation of RNA biosynthetic process	3	AT1G26960;AT5G53660;AT5G62165	7.765	2.4919420137715886	0.38634900193174504	0.9950248756218906	199	32	200	1.0
